model,strategy,warm_start,role,dataset,iteration,accuracy_mean,accuracy_sem,n_seeds
deep_gp,entropy_batch,warm,al,static_random,1,0.944224,0.001018,5
deep_gp,entropy_batch,warm,al,static_random,2,0.947722,0.001283,5
deep_gp,entropy_batch,warm,al,static_random,3,0.950694,0.000537,5
deep_gp,entropy_batch,warm,al,static_random,4,0.953724,0.000919,5
deep_gp,entropy_batch,warm,al,static_random,5,0.955900,0.000426,5
deep_gp,entropy_batch,warm,al,static_random,6,0.957786,0.000576,5
deep_gp,entropy_batch,warm,al,static_random,7,0.960114,0.000460,5
deep_gp,entropy_batch,warm,al,static_random,8,0.961628,0.000544,5
deep_gp,entropy_batch,warm,al,static_random,9,0.962680,0.000634,5
deep_gp,entropy_batch,warm,al,static_random,10,0.963534,0.000726,5
deep_gp,entropy_batch,warm,al,static_random,11,0.965568,0.000498,5
deep_gp,entropy_batch,warm,al,static_random,12,0.966976,0.000654,5
deep_gp,entropy_batch,warm,al,static_random,13,0.967954,0.000672,5
deep_gp,entropy_batch,warm,al,static_random,14,0.968886,0.000724,5
deep_gp,entropy_batch,warm,al,static_random,15,0.970128,0.000755,5
deep_gp,entropy_batch,warm,al,static_random,16,0.971022,0.000677,5
deep_gp,entropy_batch,warm,al,static_random,17,0.971348,0.000724,5
deep_gp,entropy_batch,warm,al,static_random,18,0.972300,0.000611,5
deep_gp,entropy_batch,warm,al,static_random,19,0.973372,0.000412,5
deep_gp,entropy_batch,warm,al,static_random,20,0.973852,0.000325,5
deep_gp,entropy_batch,warm,al,static_random,21,0.974022,0.000302,5
deep_gp,entropy_batch,warm,al,static_random,22,0.974982,0.000354,5
deep_gp,entropy_batch,warm,al,static_random,23,0.975012,0.000358,5
deep_gp,entropy_batch,warm,al,static_random,24,0.975318,0.000329,5
deep_gp,entropy_batch,warm,al,static_random,25,0.975936,0.000458,5
deep_gp,entropy_batch,warm,al,static_random,26,0.976090,0.000501,5
deep_gp,entropy_batch,warm,al,static_random,27,0.976642,0.000353,5
deep_gp,entropy_batch,warm,al,static_random,28,0.977120,0.000320,5
deep_gp,entropy_batch,warm,al,static_random,29,0.977438,0.000484,5
deep_gp,entropy_batch,warm,al,static_random,30,0.977500,0.000384,5
deep_gp,entropy_batch,warm,al,static_random,31,0.977842,0.000437,5
deep_gp,entropy_batch,warm,al,static_random,32,0.977762,0.000346,5
deep_gp,entropy_batch,warm,al,static_random,33,0.978324,0.000407,5
deep_gp,entropy_batch,warm,al,static_random,34,0.978620,0.000352,5
deep_gp,entropy_batch,warm,al,static_random,35,0.978730,0.000387,5
deep_gp,entropy_batch,warm,al,static_random,36,0.978982,0.000499,5
deep_gp,entropy_batch,warm,al,static_random,37,0.979256,0.000459,5
deep_gp,entropy_batch,warm,al,static_random,38,0.979244,0.000553,5
deep_gp,entropy_batch,warm,al,static_random,39,0.979434,0.000470,5
deep_gp,entropy_batch,warm,al,static_random,40,0.979404,0.000416,5
deep_gp,entropy_batch,warm,al,static_random,41,0.979460,0.001036,5
deep_gp,entropy_batch,warm,al,static_random,42,0.979526,0.000925,5
deep_gp,entropy_batch,warm,al,static_random,43,0.979940,0.000999,5
deep_gp,entropy_batch,warm,al,static_random,44,0.980058,0.000969,5
deep_gp,entropy_batch,warm,al,static_random,45,0.979942,0.000820,5
deep_gp,entropy_batch,warm,al,static_random,46,0.980302,0.000844,5
deep_gp,entropy_batch,warm,al,static_random,47,0.980194,0.001011,5
deep_gp,entropy_batch,warm,al,static_random,48,0.980556,0.000918,5
deep_gp,entropy_batch,warm,al,static_random,49,0.980428,0.000975,5
deep_gp,entropy_batch,warm,al,static_random,50,0.980816,0.000972,5
deep_gp,entropy_batch,warm,al,static_random,51,0.980874,0.000925,5
deep_gp,entropy_batch,warm,al,static_random,52,0.980832,0.000907,5
deep_gp,entropy_batch,warm,al,static_random,53,0.980892,0.001014,5
deep_gp,entropy_batch,warm,al,static_random,54,0.981040,0.000975,5
deep_gp,entropy_batch,warm,al,static_random,55,0.980954,0.000995,5
deep_gp,entropy_batch,warm,al,static_random,56,0.980216,0.001882,5
deep_gp,entropy_batch,warm,al,static_random,57,0.980276,0.001705,5
deep_gp,entropy_batch,warm,al,static_random,58,0.980596,0.001778,5
deep_gp,entropy_batch,warm,al,static_random,59,0.980098,0.001754,5
deep_gp,entropy_batch,warm,al,static_random,60,0.980872,0.001449,5
deep_gp,entropy_batch,warm,al,static_random,61,0.981062,0.001378,5
deep_gp,entropy_batch,warm,al,static_random,62,0.981004,0.001449,5
deep_gp,entropy_batch,warm,al,static_random,63,0.981358,0.001185,5
deep_gp,entropy_batch,warm,al,static_random,64,0.981192,0.001138,5
deep_gp,entropy_batch,warm,al,static_random,65,0.981476,0.001154,5
deep_gp,entropy_batch,warm,al,static_random,66,0.981190,0.001322,5
deep_gp,entropy_batch,warm,al,static_random,67,0.981290,0.001212,5
deep_gp,entropy_batch,warm,al,static_random,68,0.981522,0.001071,5
deep_gp,entropy_batch,warm,al,static_random,69,0.981818,0.001058,5
deep_gp,entropy_batch,warm,al,static_random,70,0.981802,0.001113,5
deep_gp,entropy_batch,warm,al,static_random,71,0.981874,0.001060,5
deep_gp,entropy_batch,warm,al,static_random,72,0.981900,0.001014,5
deep_gp,entropy_batch,warm,al,static_random,73,0.982066,0.000919,5
deep_gp,entropy_batch,warm,al,static_random,74,0.982054,0.001068,5
deep_gp,entropy_batch,warm,al,static_random,75,0.982004,0.001030,5
deep_gp,entropy_batch,warm,al,static_random,76,0.982014,0.001089,5
deep_gp,entropy_batch,warm,al,static_random,77,0.982094,0.001112,5
deep_gp,entropy_batch,warm,al,static_random,78,0.982492,0.000870,5
deep_gp,entropy_batch,warm,al,static_random,79,0.982140,0.001017,5
deep_gp,entropy_batch,warm,al,static_random,80,0.982124,0.000923,5
deep_gp,entropy_batch,warm,al,static_random,81,0.982126,0.000999,5
deep_gp,entropy_batch,warm,al,static_random,82,0.982542,0.000873,5
deep_gp,entropy_batch,warm,al,static_random,83,0.982334,0.001030,5
deep_gp,entropy_batch,warm,al,static_random,84,0.982436,0.001001,5
deep_gp,entropy_batch,warm,al,static_random,85,0.982056,0.001095,5
deep_gp,entropy_batch,warm,al,static_random,86,0.982446,0.000914,5
deep_gp,entropy_batch,warm,al,static_random,87,0.982100,0.000998,5
deep_gp,entropy_batch,warm,al,static_random,88,0.982704,0.000824,5
deep_gp,entropy_batch,warm,al,static_random,89,0.982364,0.000988,5
deep_gp,entropy_batch,warm,al,static_random,90,0.982226,0.001052,5
deep_gp,entropy_batch,warm,al,static_random,91,0.982556,0.000938,5
deep_gp,entropy_batch,warm,al,static_random,92,0.982524,0.001028,5
deep_gp,entropy_batch,warm,al,static_random,93,0.982730,0.001115,5
deep_gp,entropy_batch,warm,al,static_random,94,0.982454,0.001043,5
deep_gp,entropy_batch,warm,al,static_random,95,0.982374,0.001204,5
deep_gp,entropy_batch,warm,al,static_random,96,0.982670,0.000871,5
deep_gp,entropy_batch,warm,al,static_random,97,0.982482,0.001060,5
deep_gp,entropy_batch,warm,al,static_random,98,0.982672,0.000955,5
deep_gp,entropy_batch,warm,al,static_random,99,0.982276,0.001092,5
deep_gp,entropy_batch,warm,al,static_random,100,0.982692,0.001133,5
deep_gp,entropy_batch,warm,al,static_random,101,0.982810,0.001020,5
deep_gp,entropy_batch,warm,al,static_random,102,0.982880,0.001083,5
deep_gp,entropy_batch,warm,al,static_random,103,0.982670,0.001008,5
deep_gp,entropy_batch,warm,al,static_random,104,0.982542,0.000983,5
deep_gp,entropy_batch,warm,al,static_random,105,0.982624,0.001113,5
deep_gp,entropy_batch,warm,al,static_random,106,0.982784,0.001186,5
deep_gp,entropy_batch,warm,al,static_random,107,0.982570,0.001187,5
deep_gp,entropy_batch,warm,al,static_random,108,0.982980,0.001123,5
deep_gp,entropy_batch,warm,al,static_random,109,0.983024,0.000911,5
deep_gp,entropy_batch,warm,al,static_random,110,0.982848,0.001038,5
deep_gp,entropy_batch,warm,al,static_random,111,0.982636,0.001176,5
deep_gp,entropy_batch,warm,al,static_random,112,0.982768,0.001058,5
deep_gp,entropy_batch,warm,al,static_random,113,0.983054,0.001090,5
deep_gp,entropy_batch,warm,al,static_random,114,0.982834,0.001141,5
deep_gp,entropy_batch,warm,al,static_random,115,0.983236,0.000862,5
deep_gp,entropy_batch,warm,al,static_random,116,0.982608,0.001068,5
deep_gp,entropy_batch,warm,al,static_random,117,0.982886,0.001104,5
deep_gp,entropy_batch,warm,al,static_random,118,0.982638,0.001198,5
deep_gp,entropy_batch,warm,al,static_random,119,0.982934,0.000987,5
deep_gp,entropy_batch,warm,al,static_random,120,0.983222,0.001054,5
deep_gp,entropy_batch,warm,al,static_random,121,0.983086,0.000923,5
deep_gp,entropy_batch,warm,al,static_random,122,0.983276,0.001026,5
deep_gp,entropy_batch,warm,al,static_random,123,0.983362,0.001001,5
deep_gp,entropy_batch,warm,al,static_random,124,0.983176,0.000987,5
deep_gp,entropy_batch,warm,al,static_random,125,0.983180,0.001166,5
deep_gp,entropy_batch,warm,al,static_random,126,0.983076,0.001016,5
deep_gp,entropy_batch,warm,al,static_random,127,0.983102,0.001089,5
deep_gp,entropy_batch,warm,al,static_random,128,0.983064,0.001042,5
deep_gp,entropy_batch,warm,al,static_random,129,0.982864,0.001309,5
deep_gp,entropy_batch,warm,al,static_random,130,0.983148,0.001239,5
deep_gp,entropy_batch,warm,al,static_random,131,0.983076,0.001219,5
deep_gp,entropy_batch,warm,al,static_random,132,0.983424,0.001007,5
deep_gp,entropy_batch,warm,al,static_random,133,0.983386,0.000999,5
deep_gp,entropy_batch,warm,al,static_random,134,0.983366,0.001056,5
deep_gp,entropy_batch,warm,al,static_random,135,0.983352,0.000943,5
deep_gp,entropy_batch,warm,al,static_random,136,0.983478,0.000968,5
deep_gp,entropy_batch,warm,al,static_random,137,0.983272,0.001154,5
deep_gp,entropy_batch,warm,al,static_random,138,0.983354,0.001219,5
deep_gp,entropy_batch,warm,al,static_random,139,0.983256,0.001166,5
deep_gp,entropy_batch,warm,al,static_random,140,0.983204,0.001180,5
deep_gp,entropy_batch,warm,al,static_random,141,0.983426,0.001038,5
deep_gp,entropy_batch,warm,al,static_random,142,0.983326,0.001162,5
deep_gp,entropy_batch,warm,al,static_random,143,0.983384,0.001050,5
deep_gp,entropy_batch,warm,al,static_random,144,0.983156,0.001049,5
deep_gp,entropy_batch,warm,al,static_random,145,0.983373,0.001902,3
deep_gp,entropy_batch,warm,al,static_random,146,0.983113,0.002162,3
deep_gp,entropy_batch,warm,al,static_random,147,0.983497,0.001781,3
deep_gp,entropy_batch,warm,al,static_random,148,0.983200,0.001973,3
deep_gp,entropy_batch,warm,al,static_random,149,0.983400,0.001880,3
deep_gp,entropy_batch,warm,al,static_random,150,0.983490,0.001892,3
deep_gp,entropy_batch,warm,al,static_random,151,0.983080,0.003460,2
deep_gp,entropy_batch,warm,al,static_random,152,0.983335,0.003125,2
deep_gp,entropy_batch,warm,al,mcmc,1,0.552516,0.002929,5
deep_gp,entropy_batch,warm,al,mcmc,2,0.564730,0.004638,5
deep_gp,entropy_batch,warm,al,mcmc,3,0.570753,0.004583,5
deep_gp,entropy_batch,warm,al,mcmc,4,0.575876,0.005042,5
deep_gp,entropy_batch,warm,al,mcmc,5,0.582016,0.006129,5
deep_gp,entropy_batch,warm,al,mcmc,6,0.582035,0.006190,5
deep_gp,entropy_batch,warm,al,mcmc,7,0.581782,0.003406,5
deep_gp,entropy_batch,warm,al,mcmc,8,0.580474,0.003615,5
deep_gp,entropy_batch,warm,al,mcmc,9,0.578547,0.002880,5
deep_gp,entropy_batch,warm,al,mcmc,10,0.577687,0.004022,5
deep_gp,entropy_batch,warm,al,mcmc,11,0.579719,0.004829,5
deep_gp,entropy_batch,warm,al,mcmc,12,0.580414,0.005589,5
deep_gp,entropy_batch,warm,al,mcmc,13,0.582676,0.005386,5
deep_gp,entropy_batch,warm,al,mcmc,14,0.583654,0.004959,5
deep_gp,entropy_batch,warm,al,mcmc,15,0.588285,0.004727,5
deep_gp,entropy_batch,warm,al,mcmc,16,0.588155,0.005037,5
deep_gp,entropy_batch,warm,al,mcmc,17,0.587588,0.005901,5
deep_gp,entropy_batch,warm,al,mcmc,18,0.591158,0.005531,5
deep_gp,entropy_batch,warm,al,mcmc,19,0.591181,0.006319,5
deep_gp,entropy_batch,warm,al,mcmc,20,0.592477,0.005068,5
deep_gp,entropy_batch,warm,al,mcmc,21,0.591913,0.004312,5
deep_gp,entropy_batch,warm,al,mcmc,22,0.597887,0.006491,5
deep_gp,entropy_batch,warm,al,mcmc,23,0.597871,0.006246,5
deep_gp,entropy_batch,warm,al,mcmc,24,0.595282,0.006951,5
deep_gp,entropy_batch,warm,al,mcmc,25,0.600594,0.006899,5
deep_gp,entropy_batch,warm,al,mcmc,26,0.601930,0.006406,5
deep_gp,entropy_batch,warm,al,mcmc,27,0.600111,0.006685,5
deep_gp,entropy_batch,warm,al,mcmc,28,0.598708,0.005826,5
deep_gp,entropy_batch,warm,al,mcmc,29,0.603635,0.006148,5
deep_gp,entropy_batch,warm,al,mcmc,30,0.604624,0.006639,5
deep_gp,entropy_batch,warm,al,mcmc,31,0.601781,0.006335,5
deep_gp,entropy_batch,warm,al,mcmc,32,0.601307,0.007269,5
deep_gp,entropy_batch,warm,al,mcmc,33,0.605658,0.007082,5
deep_gp,entropy_batch,warm,al,mcmc,34,0.603285,0.005870,5
deep_gp,entropy_batch,warm,al,mcmc,35,0.606357,0.006612,5
deep_gp,entropy_batch,warm,al,mcmc,36,0.606047,0.007617,5
deep_gp,entropy_batch,warm,al,mcmc,37,0.609161,0.006234,5
deep_gp,entropy_batch,warm,al,mcmc,38,0.606194,0.006054,5
deep_gp,entropy_batch,warm,al,mcmc,39,0.606622,0.007283,5
deep_gp,entropy_batch,warm,al,mcmc,40,0.606800,0.006701,5
deep_gp,entropy_batch,warm,al,mcmc,41,0.607348,0.010188,5
deep_gp,entropy_batch,warm,al,mcmc,42,0.605045,0.006904,5
deep_gp,entropy_batch,warm,al,mcmc,43,0.611146,0.008271,5
deep_gp,entropy_batch,warm,al,mcmc,44,0.612114,0.008506,5
deep_gp,entropy_batch,warm,al,mcmc,45,0.606862,0.006253,5
deep_gp,entropy_batch,warm,al,mcmc,46,0.612702,0.008722,5
deep_gp,entropy_batch,warm,al,mcmc,47,0.611608,0.009368,5
deep_gp,entropy_batch,warm,al,mcmc,48,0.609266,0.008600,5
deep_gp,entropy_batch,warm,al,mcmc,49,0.611439,0.008138,5
deep_gp,entropy_batch,warm,al,mcmc,50,0.613449,0.007876,5
deep_gp,entropy_batch,warm,al,mcmc,51,0.614193,0.007978,5
deep_gp,entropy_batch,warm,al,mcmc,52,0.612306,0.007542,5
deep_gp,entropy_batch,warm,al,mcmc,53,0.614039,0.007902,5
deep_gp,entropy_batch,warm,al,mcmc,54,0.614936,0.008023,5
deep_gp,entropy_batch,warm,al,mcmc,55,0.612761,0.007926,5
deep_gp,entropy_batch,warm,al,mcmc,56,0.613072,0.007467,5
deep_gp,entropy_batch,warm,al,mcmc,57,0.616181,0.007818,5
deep_gp,entropy_batch,warm,al,mcmc,58,0.617092,0.007933,5
deep_gp,entropy_batch,warm,al,mcmc,59,0.613246,0.007480,5
deep_gp,entropy_batch,warm,al,mcmc,60,0.617278,0.008016,5
deep_gp,entropy_batch,warm,al,mcmc,61,0.617179,0.007306,5
deep_gp,entropy_batch,warm,al,mcmc,62,0.617348,0.009116,5
deep_gp,entropy_batch,warm,al,mcmc,63,0.619583,0.008428,5
deep_gp,entropy_batch,warm,al,mcmc,64,0.616864,0.008916,5
deep_gp,entropy_batch,warm,al,mcmc,65,0.617123,0.007411,5
deep_gp,entropy_batch,warm,al,mcmc,66,0.618680,0.008901,5
deep_gp,entropy_batch,warm,al,mcmc,67,0.616235,0.006987,5
deep_gp,entropy_batch,warm,al,mcmc,68,0.616844,0.006313,5
deep_gp,entropy_batch,warm,al,mcmc,69,0.619693,0.007519,5
deep_gp,entropy_batch,warm,al,mcmc,70,0.617439,0.008239,5
deep_gp,entropy_batch,warm,al,mcmc,71,0.617354,0.006253,5
deep_gp,entropy_batch,warm,al,mcmc,72,0.625275,0.009615,5
deep_gp,entropy_batch,warm,al,mcmc,73,0.623437,0.006995,5
deep_gp,entropy_batch,warm,al,mcmc,74,0.624548,0.009458,5
deep_gp,entropy_batch,warm,al,mcmc,75,0.622967,0.008481,5
deep_gp,entropy_batch,warm,al,mcmc,76,0.626899,0.009040,5
deep_gp,entropy_batch,warm,al,mcmc,77,0.621058,0.008150,5
deep_gp,entropy_batch,warm,al,mcmc,78,0.627035,0.005916,5
deep_gp,entropy_batch,warm,al,mcmc,79,0.619951,0.007437,5
deep_gp,entropy_batch,warm,al,mcmc,80,0.623628,0.007791,5
deep_gp,entropy_batch,warm,al,mcmc,81,0.622446,0.006820,5
deep_gp,entropy_batch,warm,al,mcmc,82,0.623690,0.007862,5
deep_gp,entropy_batch,warm,al,mcmc,83,0.624886,0.004408,5
deep_gp,entropy_batch,warm,al,mcmc,84,0.622727,0.006149,5
deep_gp,entropy_batch,warm,al,mcmc,85,0.616646,0.006278,5
deep_gp,entropy_batch,warm,al,mcmc,86,0.622551,0.003280,5
deep_gp,entropy_batch,warm,al,mcmc,87,0.619889,0.005648,5
deep_gp,entropy_batch,warm,al,mcmc,88,0.625183,0.004037,5
deep_gp,entropy_batch,warm,al,mcmc,89,0.619761,0.006317,5
deep_gp,entropy_batch,warm,al,mcmc,90,0.620480,0.006657,5
deep_gp,entropy_batch,warm,al,mcmc,91,0.624854,0.006614,5
deep_gp,entropy_batch,warm,al,mcmc,92,0.626311,0.005721,5
deep_gp,entropy_batch,warm,al,mcmc,93,0.624807,0.007299,5
deep_gp,entropy_batch,warm,al,mcmc,94,0.623356,0.007146,5
deep_gp,entropy_batch,warm,al,mcmc,95,0.620680,0.007776,5
deep_gp,entropy_batch,warm,al,mcmc,96,0.626034,0.005169,5
deep_gp,entropy_batch,warm,al,mcmc,97,0.622947,0.005767,5
deep_gp,entropy_batch,warm,al,mcmc,98,0.627544,0.004239,5
deep_gp,entropy_batch,warm,al,mcmc,99,0.619281,0.004245,5
deep_gp,entropy_batch,warm,al,mcmc,100,0.625380,0.007597,5
deep_gp,entropy_batch,warm,al,mcmc,101,0.622704,0.006972,5
deep_gp,entropy_batch,warm,al,mcmc,102,0.628732,0.005379,5
deep_gp,entropy_batch,warm,al,mcmc,103,0.623409,0.006073,5
deep_gp,entropy_batch,warm,al,mcmc,104,0.624654,0.003038,5
deep_gp,entropy_batch,warm,al,mcmc,105,0.623516,0.005969,5
deep_gp,entropy_batch,warm,al,mcmc,106,0.629843,0.005702,5
deep_gp,entropy_batch,warm,al,mcmc,107,0.619585,0.005004,5
deep_gp,entropy_batch,warm,al,mcmc,108,0.625198,0.005555,5
deep_gp,entropy_batch,warm,al,mcmc,109,0.626376,0.005157,5
deep_gp,entropy_batch,warm,al,mcmc,110,0.624902,0.004578,5
deep_gp,entropy_batch,warm,al,mcmc,111,0.623505,0.005379,5
deep_gp,entropy_batch,warm,al,mcmc,112,0.621076,0.004797,5
deep_gp,entropy_batch,warm,al,mcmc,113,0.628834,0.005060,5
deep_gp,entropy_batch,warm,al,mcmc,114,0.622777,0.003457,5
deep_gp,entropy_batch,warm,al,mcmc,115,0.628316,0.003758,5
deep_gp,entropy_batch,warm,al,mcmc,116,0.621981,0.004932,5
deep_gp,entropy_batch,warm,al,mcmc,117,0.625364,0.008282,5
deep_gp,entropy_batch,warm,al,mcmc,118,0.625402,0.004996,5
deep_gp,entropy_batch,warm,al,mcmc,119,0.622892,0.005044,5
deep_gp,entropy_batch,warm,al,mcmc,120,0.624234,0.005321,5
deep_gp,entropy_batch,warm,al,mcmc,121,0.627463,0.006091,5
deep_gp,entropy_batch,warm,al,mcmc,122,0.627312,0.005188,5
deep_gp,entropy_batch,warm,al,mcmc,123,0.627636,0.004976,5
deep_gp,entropy_batch,warm,al,mcmc,124,0.627554,0.004683,5
deep_gp,entropy_batch,warm,al,mcmc,125,0.627871,0.007512,5
deep_gp,entropy_batch,warm,al,mcmc,126,0.627680,0.006290,5
deep_gp,entropy_batch,warm,al,mcmc,127,0.627966,0.005083,5
deep_gp,entropy_batch,warm,al,mcmc,128,0.624359,0.006008,5
deep_gp,entropy_batch,warm,al,mcmc,129,0.628539,0.005708,5
deep_gp,entropy_batch,warm,al,mcmc,130,0.633489,0.006358,5
deep_gp,entropy_batch,warm,al,mcmc,131,0.623593,0.006859,5
deep_gp,entropy_batch,warm,al,mcmc,132,0.630530,0.005264,5
deep_gp,entropy_batch,warm,al,mcmc,133,0.630456,0.005009,5
deep_gp,entropy_batch,warm,al,mcmc,134,0.630217,0.004374,5
deep_gp,entropy_batch,warm,al,mcmc,135,0.629352,0.004613,5
deep_gp,entropy_batch,warm,al,mcmc,136,0.629183,0.003417,5
deep_gp,entropy_batch,warm,al,mcmc,137,0.632191,0.005365,5
deep_gp,entropy_batch,warm,al,mcmc,138,0.631465,0.006650,5
deep_gp,entropy_batch,warm,al,mcmc,139,0.628152,0.005453,5
deep_gp,entropy_batch,warm,al,mcmc,140,0.624785,0.005990,5
deep_gp,entropy_batch,warm,al,mcmc,141,0.627293,0.005936,5
deep_gp,entropy_batch,warm,al,mcmc,142,0.627877,0.004621,5
deep_gp,entropy_batch,warm,al,mcmc,143,0.624019,0.006574,5
deep_gp,entropy_batch,warm,al,mcmc,144,0.624077,0.004539,5
deep_gp,entropy_batch,warm,al,mcmc,145,0.624637,0.002351,3
deep_gp,entropy_batch,warm,al,mcmc,146,0.619701,0.009528,3
deep_gp,entropy_batch,warm,al,mcmc,147,0.619555,0.004824,3
deep_gp,entropy_batch,warm,al,mcmc,148,0.619809,0.006854,3
deep_gp,entropy_batch,warm,al,mcmc,149,0.623074,0.005465,3
deep_gp,entropy_batch,warm,al,mcmc,150,0.624318,0.006746,3
deep_gp,entropy_batch,warm,al,mcmc,151,0.615588,0.003354,2
deep_gp,entropy_batch,warm,al,mcmc,152,0.625411,0.006213,2
deep_gp,entropy_batch,warm,al,train,1,0.951000,0.002327,5
deep_gp,entropy_batch,warm,al,train,2,0.940554,0.004730,5
deep_gp,entropy_batch,warm,al,train,3,0.930830,0.003004,5
deep_gp,entropy_batch,warm,al,train,4,0.913203,0.004509,5
deep_gp,entropy_batch,warm,al,train,5,0.901103,0.003971,5
deep_gp,entropy_batch,warm,al,train,6,0.891265,0.005597,5
deep_gp,entropy_batch,warm,al,train,7,0.886378,0.004886,5
deep_gp,entropy_batch,warm,al,train,8,0.877151,0.007700,5
deep_gp,entropy_batch,warm,al,train,9,0.870664,0.009449,5
deep_gp,entropy_batch,warm,al,train,10,0.862858,0.009313,5
deep_gp,entropy_batch,warm,al,train,11,0.862822,0.008928,5
deep_gp,entropy_batch,warm,al,train,12,0.858332,0.010447,5
deep_gp,entropy_batch,warm,al,train,13,0.856003,0.008011,5
deep_gp,entropy_batch,warm,al,train,14,0.849112,0.008419,5
deep_gp,entropy_batch,warm,al,train,15,0.845916,0.008740,5
deep_gp,entropy_batch,warm,al,train,16,0.848416,0.006537,5
deep_gp,entropy_batch,warm,al,train,17,0.842835,0.006237,5
deep_gp,entropy_batch,warm,al,train,18,0.842949,0.005347,5
deep_gp,entropy_batch,warm,al,train,19,0.840439,0.008021,5
deep_gp,entropy_batch,warm,al,train,20,0.840899,0.006383,5
deep_gp,entropy_batch,warm,al,train,21,0.834069,0.006360,5
deep_gp,entropy_batch,warm,al,train,22,0.836229,0.007891,5
deep_gp,entropy_batch,warm,al,train,23,0.827095,0.005834,5
deep_gp,entropy_batch,warm,al,train,24,0.820883,0.004777,5
deep_gp,entropy_batch,warm,al,train,25,0.824925,0.005704,5
deep_gp,entropy_batch,warm,al,train,26,0.819548,0.004422,5
deep_gp,entropy_batch,warm,al,train,27,0.819093,0.005333,5
deep_gp,entropy_batch,warm,al,train,28,0.822840,0.005921,5
deep_gp,entropy_batch,warm,al,train,29,0.822050,0.008027,5
deep_gp,entropy_batch,warm,al,train,30,0.813429,0.008805,5
deep_gp,entropy_batch,warm,al,train,31,0.812042,0.007022,5
deep_gp,entropy_batch,warm,al,train,32,0.805092,0.004667,5
deep_gp,entropy_batch,warm,al,train,33,0.808917,0.006439,5
deep_gp,entropy_batch,warm,al,train,34,0.806392,0.005683,5
deep_gp,entropy_batch,warm,al,train,35,0.805578,0.005324,5
deep_gp,entropy_batch,warm,al,train,36,0.805197,0.005859,5
deep_gp,entropy_batch,warm,al,train,37,0.804749,0.006194,5
deep_gp,entropy_batch,warm,al,train,38,0.800740,0.005690,5
deep_gp,entropy_batch,warm,al,train,39,0.800726,0.004486,5
deep_gp,entropy_batch,warm,al,train,40,0.796896,0.005848,5
deep_gp,entropy_batch,warm,al,train,41,0.809349,0.013034,5
deep_gp,entropy_batch,warm,al,train,42,0.803471,0.009841,5
deep_gp,entropy_batch,warm,al,train,43,0.802829,0.011652,5
deep_gp,entropy_batch,warm,al,train,44,0.802812,0.010178,5
deep_gp,entropy_batch,warm,al,train,45,0.799472,0.008687,5
deep_gp,entropy_batch,warm,al,train,46,0.797255,0.009373,5
deep_gp,entropy_batch,warm,al,train,47,0.792579,0.011264,5
deep_gp,entropy_batch,warm,al,train,48,0.793033,0.009656,5
deep_gp,entropy_batch,warm,al,train,49,0.789263,0.009918,5
deep_gp,entropy_batch,warm,al,train,50,0.792617,0.009128,5
deep_gp,entropy_batch,warm,al,train,51,0.792113,0.010002,5
deep_gp,entropy_batch,warm,al,train,52,0.788970,0.007235,5
deep_gp,entropy_batch,warm,al,train,53,0.787961,0.008945,5
deep_gp,entropy_batch,warm,al,train,54,0.784839,0.009441,5
deep_gp,entropy_batch,warm,al,train,55,0.784680,0.009190,5
deep_gp,entropy_batch,warm,al,train,56,0.783426,0.008191,5
deep_gp,entropy_batch,warm,al,train,57,0.778737,0.006511,5
deep_gp,entropy_batch,warm,al,train,58,0.784782,0.006745,5
deep_gp,entropy_batch,warm,al,train,59,0.778808,0.008893,5
deep_gp,entropy_batch,warm,al,train,60,0.776998,0.006673,5
deep_gp,entropy_batch,warm,al,train,61,0.779112,0.006415,5
deep_gp,entropy_batch,warm,al,train,62,0.777842,0.008402,5
deep_gp,entropy_batch,warm,al,train,63,0.779857,0.007995,5
deep_gp,entropy_batch,warm,al,train,64,0.772706,0.007288,5
deep_gp,entropy_batch,warm,al,train,65,0.776346,0.006468,5
deep_gp,entropy_batch,warm,al,train,66,0.770861,0.007197,5
deep_gp,entropy_batch,warm,al,train,67,0.770211,0.007002,5
deep_gp,entropy_batch,warm,al,train,68,0.770596,0.005510,5
deep_gp,entropy_batch,warm,al,train,69,0.768914,0.004949,5
deep_gp,entropy_batch,warm,al,train,70,0.767541,0.007626,5
deep_gp,entropy_batch,warm,al,train,71,0.767570,0.005199,5
deep_gp,entropy_batch,warm,al,train,72,0.770869,0.007606,5
deep_gp,entropy_batch,warm,al,train,73,0.770798,0.005800,5
deep_gp,entropy_batch,warm,al,train,74,0.772398,0.008220,5
deep_gp,entropy_batch,warm,al,train,75,0.764155,0.007065,5
deep_gp,entropy_batch,warm,al,train,76,0.765410,0.006667,5
deep_gp,entropy_batch,warm,al,train,77,0.763563,0.009301,5
deep_gp,entropy_batch,warm,al,train,78,0.770822,0.009233,5
deep_gp,entropy_batch,warm,al,train,79,0.767455,0.006876,5
deep_gp,entropy_batch,warm,al,train,80,0.762409,0.006317,5
deep_gp,entropy_batch,warm,al,train,81,0.765758,0.007374,5
deep_gp,entropy_batch,warm,al,train,82,0.765516,0.007941,5
deep_gp,entropy_batch,warm,al,train,83,0.763994,0.007620,5
deep_gp,entropy_batch,warm,al,train,84,0.764404,0.008923,5
